core_name,core_type,sample_depth_start,sample_depth_end,latitude,longitude,wdepth,UK37,include,reference_name,reference_link,notes
MD76-131,PC,0,1,15.883,72.567,1230,0.972,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD76-132,PC,0,1,16.99,71.513,1430,0.966,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD76-135,PC,0,1,14.443,50.53,1895,0.925,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD76-136,PC,0,1,12.872,46.815,1649,0.939,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-022,PC,0,1,-24.202,64.087,1590,0.930,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-164,PC,0,1,6.1,93.617,2140,0.976,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-169,PC,0,1,10.217,95.05,2360,0.971,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-176,PC,0,1,14.517,93.133,1375,0.960,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-177,PC,0,1,16.417,93.4,2284,0.959,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-179,PC,0,1,18.367,91.017,1986,0.947,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-191,PC,0,1,7.502,76.717,1254,0.975,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-194,PC,0,1,10.467,75.233,1222,0.974,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-195,PC,0,1,11.5,74.367,1420,0.968,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-197,PC,0,1,13.183,73.433,1260,0.968,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-200,PC,0,1,16.542,67.892,2910,0.968,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-202,PC,0,1,19.222,60.682,2427,0.924,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-203,PC,0,1,20.698,59.568,2442,0.897,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-204,PC,0,1,19.3,58.433,1430,0.870,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD77-205,PC,0,1,17.733,57.667,989,0.873,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD79-254,PC,0,1,-17.883,38.667,1934,0.931,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD79-257,PC,0,1,-20.4,36.333,1262,0.953,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD79-260,PC,0,1,-26.45,36.817,2061,0.923,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD79-261,PC,0,1,-29.517,33.25,2060,0.905,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD79-275,PC,0,1,-30.75,48.255,4150,0.740,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD79-277,PC,0,1,-30.787,48.24,4092,0.762,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD79-284,PC,0,1,-32.658,50.77,4342,0.638,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD79-294,PC,0,1,-28.9,68.25,4386,0.610,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD81-338,PC,0,1,6.917,78.75,2595,0.991,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD84-527,PC,0,1,-43.817,51.317,3262,0.214,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD85-663,PC,0,1,-1.173,44.022,3405,0.961,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD85-665,PC,0,1,-0.487,43.447,2203,0.959,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD85-668,PC,0,1,-0.017,46.038,4020,0.946,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD85-669,PC,0,1,2.485,46.922,2590,0.955,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD85-670,PC,0,1,2.695,46.617,803,0.941,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD85-674,PC,0,1,3.187,50.445,4875,0.945,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD85-675,PC,0,1,2.452,52.093,5077,0.949,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD85-676,PC,0,1,1.832,53.347,5080,0.949,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD85-681,PC,0,1,7.742,53.183,5062,0.928,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD85-682,PC,0,1,10.892,52.392,3092,0.902,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD90-936,PC,0,1,-7.165,58.093,2360,0.970,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD90-939,PC,0,1,-5.568,61.633,3860,0.963,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD90-948,PC,0,1,2.145,76.363,3954,0.955,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD90-950,PC,0,1,2.02,75.505,3315,0.989,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD90-956,PC,0,1,5.435,73.19,778,0.985,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD90-957,PC,0,1,5.475,73.217,1017,0.978,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
MD90-960,PC,0,1,5.082,73.783,1906,0.953,1,Conte2006  Sonzogni1997,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0967-0645(97)00010-6,
ODP 723,Drill,-999,-999,18.05,57.6,808,0.929,1,Conte2006  Sonzogni1998,http://dx.doi.org/10.1029/2005GC001054  http://dx.doi.org/10.1016/s0277-3791(97)00099-1,
KS8230,-999,-999,-999,36.453,-3.886,795,0.618,1,Emeis2000,http://dx.doi.org/10.1016/s0031-0182(00)00053-5,
ODP 967D,drill,-999,-999,34.071,32.726,2551,0.655,1,Emeis2000  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1016/s0031-0182(00)00053-5,backcalculated from sst=18.5
RL11,PC,-999,-999,36.746,17.718,3376,0.585,1,Emeis2000  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1016/s0031-0182(00)00053-5,backcalculated from sst=16.4
IOW225517,GC,10,11,57.667,7.091,293,0.404,1,Emeis2003  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1191/0959683603hl634rp,backcalculated from sst=10.9
M40-4-SL78/78MUC8,GC,-999,-999,37.036,13.19,470,0.569,1,Emeis2003  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1191/0959683603hl622ed,backcalculated from sst=15.9
M40-4SL87,-999,-999,-999,38.988,4.023,1913,0.562,1,Emeis2003  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1029/2000pa000617,backcalculated from sst=15.7
64PE304-56,MC,0,1,-16.85,41.32,2652,0.973,1,Fallet2012,http://dx.doi.org/10.1016/j.dsr.2011.10.002,
64PE304-63,MC,0,1,-16.59,40.36,1695,0.986,1,Fallet2012,http://dx.doi.org/10.1016/j.dsr.2011.10.002,
64PE304-68,MC,0,1,-16.5,40.03,756,0.951,1,Fallet2012,http://dx.doi.org/10.1016/j.dsr.2011.10.002,
M75-1b MC1,MC,0,0.5,-17.25,43.1,1027,0.946,1,Fallet2012,http://dx.doi.org/10.1016/j.dsr.2011.10.002,
M75-1b MC2,MC,0,0.5,-17.27,43.16,455,0.943,1,Fallet2012,http://dx.doi.org/10.1016/j.dsr.2011.10.002,
M75-1b MC3,MC,0,0.5,-16.92,41.6,2768,0.977,1,Fallet2012,http://dx.doi.org/10.1016/j.dsr.2011.10.002,
M75-1b MC4,MC,0,0.5,-16.56,40.13,1345,0.973,1,Fallet2012,http://dx.doi.org/10.1016/j.dsr.2011.10.002,
M75-1b MC5,MC,0,0.5,-16.73,40.87,2266,0.973,1,Fallet2012,http://dx.doi.org/10.1016/j.dsr.2011.10.002,
M75-1b MC6,MC,0,0.5,-17.1,42.48,2198,0.976,1,Fallet2012,http://dx.doi.org/10.1016/j.dsr.2011.10.002,
2000_036_030,-999,-999,-999,42.35,-62.03,-999,0.469,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2001_043_001,-999,-999,-999,49.501,-45.26,-999,0.568,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2004_024_032,-999,-999,-999,49.51,-46.87,-999,0.418,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2004_024_033,-999,-999,-999,49.55,-46.85,-999,0.456,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2004_024_033,-999,-999,-999,49.54,-46.852,-999,0.484,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2004_024_041,-999,-999,-999,50.2,-45.68,-999,0.433,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2004_024_050,-999,-999,-999,49.425,-48.179,-999,0.437,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2004_024_052,-999,-999,-999,49.39,-48.18,-999,0.392,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2004_030_003,-999,-999,-999,42.83,-62.05,-999,0.323,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2005_033b_052,-999,-999,-999,54.94,-51.41,-999,0.584,0,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2006_040_0003,-999,-999,-999,54.795,-52.312,-999,0.553,0,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2006_040_0004,-999,-999,-999,54.85,-52.63,-999,0.432,0,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2006_040_0057,-999,-999,-999,57.58,-58.92,-999,0.407,0,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2006_040_0057,-999,-999,-999,57.58,-58.9,-999,0.617,0,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2009_061_0114,-999,-999,-999,49.54,-45.053,-999,0.544,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2009_061_0117,-999,-999,-999,48.65,-45.17,-999,0.393,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2009_061_0119,-999,-999,-999,48.61,-45.11,-999,0.379,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2009_061_0121,-999,-999,-999,48.41,-44.77,-999,0.409,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2009_061_0124,-999,-999,-999,48.72,-45.14,-999,0.431,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,*core listed twice so average of two samples is used.
2009_061_0124,-999,-999,-999,48.721,-45.142,-999,0.458,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2009_061_0129,-999,-999,-999,48.529,-45.148,-999,0.459,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2009_061_113,-999,-999,-999,48.92,-45.19,-999,0.373,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2009_61_129,-999,-999,-999,48.53,-45.15,-999,0.365,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2010_020_0058,-999,-999,-999,48.88,-51.86,-999,0.254,0,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2010_020_0058,-999,-999,-999,48.884,-51.386,-999,0.363,0,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2010_020_0059,-999,-999,-999,49.14,-51.35,-999,0.730,0,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
2010_020_0059,-999,-999,-999,49.14,-51.353,-999,0.659,0,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
9102_0008,-999,-999,-999,41.47,-62.015,-999,0.709,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
91020_012,-999,-999,-999,41.27,-61.812,-999,0.570,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
91020_014,-999,-999,-999,41.79,-62.34,-999,0.537,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
96029_069,-999,-999,-999,43.07,-55.83,-999,0.459,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
98039_005,-999,-999,-999,38.75,-49.9,-999,0.668,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
98039_009,-999,-999,-999,41.44,-54.78,-999,0.471,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
98039_010,-999,-999,-999,42.34,-54.71,-999,0.446,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
99036_035,-999,-999,-999,40.22,-61.36,-999,0.695,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
99036_037,-999,-999,-999,40.26,-61.19,-999,0.583,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
99036_052,-999,-999,-999,42.74,-62.12,-999,0.332,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
99036_055,-999,-999,-999,42.64,-62.117,-999,0.306,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
GIK17049-6,BC,-999,-999,55.2,-26.72,3331,0.476,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
GIK17050-1,BC,-999,-999,55.47,-27.888,2795,0.545,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
GIK17052-4,BC,-999,-999,56.432,-56.432,1681,0.575,0,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
GIK17055-1,BC,-999,-999,48.215,-27.056,2558,0.587,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
GIK23519-5,-999,-999,-999,64.797,-29.596,1893,0.360,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
GIK23522-2,-999,-999,-999,63.762,-28.659,1560,0.381,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
GIK23523-3,-999,-999,-999,62.251,-30.221,2156,0.380,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
GIK23528-3,-999,-999,-999,63.164,-28.841,1632,0.387,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
hu91_045_071,-999,-999,-999,58.56,-28.44,-999,0.443,1,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
hu91045_005,-999,-999,-999,54.42,-56.26,-999,0.659,0,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
hu91045_014,-999,-999,-999,54.45,-53.43,-999,0.262,0,Filippova2016,http://dx.doi.org/10.1002/2015GC006106,
MD06-3075,JPC,10,11,6.476,125.83,1878,0.976,1,Fraser2014,http://dx.doi.org/10.1002/2013pa002599,
MD01-2412,JPC,12,13,44.53,145,1225,0.348,1,Harada2006,http://dx.doi.org/10.1016/j.gloplacha.2006.01.010,
LPAZ21P,PC,-999,-999,22.99,-109.49,624,0.876,1,Herbert2001  Conte2006,http://dx.doi.org/10.1126/science.1059209  http://dx.doi.org/10.1029/2005GC001054,
HY06,PC,0,2.5,0.017,-95.433,3242,0.855,1,Horikawa2006  Kienast2012,http://dx.doi.org/10.1029/2006gl025948  http://dx.doi.org/10.1029/2011pa002254,
SCS90-36,GC,1,2,17.995,111.494,2050,0.937,1,Huang1997  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1016/s0377-8398(97)00014-5,
GeoB3910-2,GC,4,5,-4.025,-36.345,2362,0.962,1,Jaeschke2007  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1029/2006pa001391,
PS75/046-2,MC,0,1,-54.41,-102.5,2984,0.241,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
PS75/051-1,MC,0,1,-52.81,-107.81,3949,0.256,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
PS75/053-1,MC,0,1,-60.75,-115.98,5130,0.092,1,Jaeschke2017 Ho2012,http://dx.doi.org/10.1016/j.gca.2017.01.045 http://dx.doi.org/10.1029/2012PA002317,
PS75/063-1,MC,0,1,-58.9,-135.62,3795,0.083,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
PS75/070-1,MC,0,1,-58.35,-150.04,2842,0.072,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
PS75/072-3,MC,0,1,-57.56,-151.22,3098,0.081,1,Jaeschke2017 Ho2012,http://dx.doi.org/10.1016/j.gca.2017.01.045 http://dx.doi.org/10.1029/2012PA002317,
PS75/076-1,MC,0,1,-55.53,-156.14,3742,0.127,1,Jaeschke2017 Ho2012,http://dx.doi.org/10.1016/j.gca.2017.01.045 http://dx.doi.org/10.1029/2012PA002317,
PS75/080-2,MC,0,1,-58.11,-157.38,3874,0.087,1,Jaeschke2017 Ho2012,http://dx.doi.org/10.1016/j.gca.2017.01.045 http://dx.doi.org/10.1029/2012PA002317,
PS75/082-2,MC,0,1,-59.04,-158.36,4000,0.097,1,Jaeschke2017 Ho2012,http://dx.doi.org/10.1016/j.gca.2017.01.045 http://dx.doi.org/10.1029/2012PA002317,
PS75/084-1,MC,0,1,-61.03,-159.35,3315,0.066,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
PS75/085-2,MC,0,1,-61.94,-160.12,3734,0.062,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
PS75/092-1,MC,0,1,-60.52,-169.33,3762,0.076,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
PS75/094-3,MC,0,1,-61.82,-169.74,3270,0.098,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
PS75/097-5,MC,0,1,-59.42,-171.21,4672,0.105,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
PS75/099-4,MC,0,1,-48.26,177.27,1272,0.319,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
PS75/100-4,MC,0,1,-45.76,177.15,2498,0.296,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
PS75/101-1,MC,0,1,-45.48,175.53,1770,0.272,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
PS75/104-1,MC,0,1,-44.77,174.53,835,0.411,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
PS75/105-2,MC,0,1,-44.41,174.62,668,0.451,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-001-1,MC,0,1,-36.13,-85.02,2806,0.699,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-006-1,MC,0,1,-37.21,-92.23,2791,0.673,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-007-1,MC,0,1,-37.3,-93.57,2571,0.670,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-008-1,MC,0,1,-37.29,-95.21,2171,0.641,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-010-1,MC,0,1,-38.36,-93.43,2977,0.685,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-011-1,MC,0,1,-40.52,-90.31,1850,0.559,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-012-1,MC,0,1,-42.23,-85.28,3016,0.544,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-014-1,MC,0,1,-40.18,-84.28,4050,0.596,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-015-1,MC,0,1,-40.24,-84.39,3246,0.649,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-017-1,MC,0,1,-40.37,-84.3,2561,0.691,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-019-1,MC,0,1,-40.34,-84.13,2951,0.623,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-020-1,MC,0,1,-39.27,-80.18,2702,0.619,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-022-4,MC,0,1,-39.12,-79.55,4125,0.658,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-024-1,MC,0,1,-36.57,-102.07,3092,0.649,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-026-1,MC,0,1,-35.6,-109.55,2830,0.728,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-049-3,MC,0,1,-39.57,-114.01,3381,0.656,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-054-4,MC,0,1,-43.42,-120.3,3840,0.487,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-057-1,MC,0,1,-46.59,-113.27,1194,0.451,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-058-1,MC,0,1,-46.45,-115.09,1904,0.420,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-059-1,MC,0,1,-45.5,-116.53,3159,0.434,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-060-2,MC,0,1,-44.58,-119.33,3468,0.490,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-061-1,MC,0,1,-44.6,-119.38,3616,0.485,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-063-1,MC,0,1,-44.4,-119.05,3938,0.550,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-064-2,MC,0,1,-43.24,-119.53,3922,0.520,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-068-1,MC,0,1,-45.07,-155.17,1988,0.514,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-076-1,MC,0,1,-46.13,-178.02,4337,0.467,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-078-1,MC,0,1,-46.15,-179.37,3410,0.448,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-079-1,MC,0,1,-45.51,179.34,3143,0.443,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-081-1,MC,0,1,-45.59,177.6,2816,0.403,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-084-2,MC,0,1,-45.07,174.35,992,0.424,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-085-1,MC,0,1,-44.46,174.32,832,0.473,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
SO213-087-1,MC,0,1,-44.06,174.06,542,0.480,1,Jaeschke2017,http://dx.doi.org/10.1016/j.gca.2017.01.045,
ODP 1233,drill,0,1,-41.008,-74.45,838,0.505,1,Kaiser2005  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1029/2005pa001146,backcalculated from sst=13.97
GeoB7139-2,GC,-999,-999,-30.2,-71.983,3270,0.631,1,Kaiser2008  Leduc2010,http://dx.doi.org/10.1016/j.quascirev.2010.01.004  http://dx.doi.org/10.1016/j.quascirev.2008.08.025,backcalculated from sst=17.4
POS413_04-3,MC,0,1,43.662,9.032,1860,0.519,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_05-1,MC,0,1,43.707,9.021,1737,0.547,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_06-2,MC,0,1,43.781,9.215,1288,0.543,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_07-1,MC,0,1,43.796,9.312,750,0.581,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_08-7,GC,0,1,43.673,10.118,30,0.608,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
POS413_09-1,GC,0,1,43.675,10.034,81,0.584,1,Kaiser2014,http://dx.doi.org/10.1016/j.dsr.2014.04.009,
