sampleID,index_column,core_name,core_type,sample_depth_start,sample_depth_end,Latitude,Longitude,modernWaterDepth,TEX86,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BIT,publicationYear,reference_name,remark,reference_link,dataset_DOI,ringIndex,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,TEX_RI,deltaRI,QC_flag,match_lat,match_lon,match_depth,SST,thermocline_depth,thermocline_T,thermocline_T_depthIntegral,SSN,thermocline_nitrate,thermocline_nitrate_depthIntegral,region_ID,regionName,pred_tex,tex_residuals
RR00053,JET_RR_00053,S052,,0.0,1.0,7.25,115.5,1609.0,0.756613757,0.152,0.046,0.068,0.016,0.66,0.059,0.09,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,3.106,4.25,0.15312131919905772,0.152,2.9079891396850943,-0.19801086031490556,include,7.125,115.375,1600.0,28.67721,,,,0.007041758,nan,nan,38.0,South China Sea,,
RR00054,JET_RR_00054,S072,,0.0,1.0,20.65,119.09,3447.0,0.706185567,0.204,0.057,0.07,0.012,0.602,0.055,0.22,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.861,5.833333333333334,0.17462311557788945,0.204,2.7019146561398504,-0.15908534386014983,include,20.625,119.125,3400.0,27.175,70.0,24.0275,26.154245,0.030327253,0.9237878,0.14141177,38.0,South China Sea,0.65191525,0.0542703147912903
RR00055,JET_RR_00055,S098,,0.0,1.0,19.31,119.88,4182.0,0.727272727,0.181,0.048,0.065,0.012,0.642,0.051,0.23,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.986,5.416666666666667,0.15281173594132028,0.181,2.786033056744215,-0.19996694325578535,include,19.375,119.875,4200.0,27.46781,,,,0.021622509,nan,nan,38.0,South China Sea,,
RR00056,JET_RR_00056,S137,,0.0,1.0,17.28,118.36,3986.0,0.725274725,0.194,0.05,0.063,0.009,0.625,0.06,0.23,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.9429999999999996,7.000000000000001,0.15117719950433706,0.194,2.7779362384731012,-0.1650637615268984,include,17.375,118.375,4000.0,27.81301,,,,0.023665462,nan,nan,38.0,South China Sea,,
RR00057,JET_RR_00057,S181,,0.0,1.0,17.29,117.84,3960.0,0.743455497,0.18,0.049,0.072,0.009,0.628,0.061,0.22,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.976,8.0,0.15873015873015875,0.18,2.8525898396947964,-0.12341016030520358,include,17.375,117.875,4000.0,27.6889,,,,0.024626438,nan,nan,38.0,South China Sea,,
RR00058,JET_RR_00058,S199,,0.0,1.0,16.17,118.93,3675.0,0.74,0.177,0.052,0.076,0.009,0.622,0.063,0.11,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.971,8.444444444444445,0.16666666666666666,0.177,2.8382319999999996,-0.13276800000000044,include,16.125,118.875,3700.0,28.51731,60.0,25.42271,27.639433,0.017638998,0.37572065,0.057919938,38.0,South China Sea,0.6690943,0.07090567588806151
RR00059,JET_RR_00059,SO95-17941,BC,0.0,1.0,21.52,118.48,2201.0,0.710784314,0.2,0.059,0.078,0.011,0.597,0.056,0.14,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.8600000000000003,7.090909090909092,0.18476903870162298,0.2,2.7200076904344557,-0.13999230956554465,include,21.625,118.375,2200.0,26.8683,,,,0.062492706,nan,nan,38.0,South China Sea,,
RR00060,JET_RR_00060,SO95-17942,BC,0.0,1.0,19.33,113.2,329.0,0.718232044,0.169,0.051,0.063,0.014,0.651,0.053,0.07,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,3.035,4.5,0.15384615384615383,0.169,2.7496074592943476,-0.28539254070565256,include,19.375,113.125,325.0,26.793491,,,,0.10598487,nan,nan,38.0,South China Sea,,
RR00061,JET_RR_00061,SO95-17943,BC,0.0,1.0,18.95,117.55,917.0,0.720930233,0.193,0.06,0.077,0.013,0.593,0.065,0.11,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.885,5.923076923076923,0.18564356435643567,0.193,2.760421851423402,-0.12457814857659777,include,18.875,117.625,900.0,27.199509,,,,0.027976844,nan,nan,38.0,South China Sea,,
RR00062,JET_RR_00062,SO95-17944,BC,0.0,1.0,18.66,113.64,1219.0,0.691919192,0.197,0.061,0.073,0.01,0.604,0.054,0.08,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.869,7.3,0.17955112219451372,0.197,2.646679420776337,-0.2223205792236631,include,18.625,113.625,1200.0,27.10921,55.0,24.22079,26.211098,0.09024674,0.08584818,0.04123783,38.0,South China Sea,0.6525729,0.03934632174548336
RR00063,JET_RR_00063,SO95-17945,BC,0.0,1.0,18.13,113.78,2404.0,0.658031088,0.193,0.066,0.07,0.009,0.613,0.048,0.05,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.8770000000000002,7.7777777777777795,0.17990074441687345,0.193,2.5208923726512196,-0.35610762734878065,include,18.125,113.875,2400.0,27.24279,,,,0.075631194,nan,nan,38.0,South China Sea,,
RR00064,JET_RR_00064,SO95-17946,BC,0.0,1.0,18.13,114.25,3465.0,0.712041885,0.217,0.055,0.073,0.009,0.592,0.054,0.22,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.8120000000000003,8.11111111111111,0.17496807151979565,0.217,2.7249798532512526,-0.0870201467487477,include,18.125,114.125,3500.0,27.2654,,,,0.067301735,nan,nan,38.0,South China Sea,,
RR00065,JET_RR_00065,SO95-17947,BC,0.0,1.0,18.47,116.03,3765.0,0.721238938,0.2,0.063,0.086,0.012,0.575,0.065,0.07,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.8309999999999995,7.166666666666666,0.20099875156054933,0.2,2.761662228622061,-0.0693377713779384,include,18.375,116.125,3800.0,27.19171,,,,0.046253935,nan,nan,38.0,South China Sea,,
RR00066,JET_RR_00066,SO95-17948,BC,0.0,1.0,16.71,114.9,2841.0,0.707692308,0.213,0.057,0.073,0.011,0.592,0.054,0.25,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.8200000000000003,6.636363636363637,0.17916137229987295,0.213,2.707827220143858,-0.11217277985614249,include,16.625,114.875,2800.0,27.73279,,,,0.02574382,nan,nan,38.0,South China Sea,,
RR00067,JET_RR_00067,SO95-17949,BC,0.0,1.0,17.35,115.17,2195.0,0.711711712,0.203,0.064,0.087,0.011,0.573,0.06,0.15,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.803,7.909090909090909,0.20377358490566042,0.203,2.7236734042732635,-0.07932659572673639,include,17.375,115.125,2200.0,27.52539,50.0,25.03821,26.791323,0.040880777,0.06241786,0.020893048,38.0,South China Sea,0.6592843,0.05242741834841924
RR00068,JET_RR_00068,SO95-17950,BC,0.0,1.0,16.09,112.9,1868.0,0.714285714,0.193,0.062,0.085,0.011,0.591,0.059,0.08,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.865,7.727272727272728,0.19554455445544558,0.193,2.733877549885306,-0.13112245011469437,include,16.125,112.875,1850.0,27.84929,50.0,24.734709,26.923145,0.02199083,0.059784003,0.012834088,38.0,South China Sea,0.6608091,0.05347661432577511
RR00069,JET_RR_00069,SO95-17951,BC,0.0,1.0,16.29,113.41,2340.0,0.704663212,0.183,0.057,0.077,0.01,0.625,0.049,0.09,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.9370000000000003,7.7,0.17603911980440098,0.183,2.6959561313492415,-0.24104386865075877,include,16.375,113.375,2300.0,27.73991,,,,0.022322362,nan,nan,38.0,South China Sea,,
RR00070,JET_RR_00070,SO95-17952,BC,0.0,1.0,16.67,114.47,2864.0,0.707317073,0.212,0.06,0.078,0.01,0.584,0.057,0.11,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.81,7.8,0.1875792141951838,0.212,2.7063533604241945,-0.10364663957580555,include,16.625,114.375,2900.0,27.66069,,,,0.023322979,nan,nan,38.0,South China Sea,,
RR00071,JET_RR_00071,SO95-17954,BC,0.0,1.0,14.8,111.53,1517.0,0.708133971,0.205,0.061,0.078,0.012,0.586,0.058,0.1,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.829,6.5,0.189937106918239,0.205,2.7095631956656394,-0.11943680433436077,include,14.875,111.625,1500.0,27.96099,,,,0.023629893,nan,nan,38.0,South China Sea,,
RR00072,JET_RR_00072,SO95-17955,BC,0.0,1.0,14.12,112.18,2404.0,0.704081633,0.201,0.058,0.075,0.01,0.604,0.053,0.14,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.866,7.5,0.17875000000000002,0.201,2.693683883070783,-0.1723161169292169,include,14.125,112.125,2400.0,28.03131,60.0,23.333809,26.456575,0.024299357,1.5832553,0.28043205,38.0,South China Sea,0.6554123,0.04866931667767338
RR00073,JET_RR_00073,SO95-17956,BC,0.0,1.0,13.85,112.59,3387.0,0.712962963,0.213,0.062,0.085,0.01,0.571,0.059,0.25,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.782,8.5,0.19949174078780182,0.213,2.728628258034335,-0.05337174196566519,include,13.875,112.625,3400.0,28.0873,60.0,23.80209,26.735613,0.024194498,1.4251559,0.24246159,38.0,South China Sea,0.6586399,0.05432305516308589
RR00074,JET_RR_00074,SO95-17957,BC,0.0,1.0,10.9,115.3,2197.0,0.730392157,0.218,0.055,0.079,0.009,0.577,0.061,0.06,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.792,8.777777777777779,0.1830985915492958,0.218,2.798727413093614,0.006727413093614132,include,10.875,115.375,2200.0,28.955809,,,,0.0066929157,nan,nan,38.0,South China Sea,,
RR00075,JET_RR_00075,SO95-17958,BC,0.0,1.0,11.62,115.08,2581.0,0.733333333,0.199,0.052,0.076,0.009,0.606,0.058,0.09,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.887,8.444444444444445,0.17103620474406991,0.199,2.810755554189111,-0.07624444581088907,include,11.625,115.125,2600.0,28.83789,75.0,24.547691,27.825296,0.009400186,1.2741299,0.12466615,38.0,South China Sea,0.67124426,0.062089069351013215
RR00076,JET_RR_00076,SO95-17959,BC,0.0,1.0,11.14,115.29,1957.0,0.738219895,0.179,0.05,0.08,0.01,0.63,0.051,0.03,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.9640000000000004,8.0,0.1705237515225335,0.179,2.8308664772510523,-0.13313352274894807,include,11.125,115.375,1950.0,28.932209,,,,0.0069719977,nan,nan,38.0,South China Sea,,
RR00077,JET_RR_00077,SO95-17960,BC,0.0,1.0,10.12,115.56,1707.0,0.723404255,0.179,0.052,0.077,0.01,0.633,0.049,0.06,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,2.964,7.7,0.16930572472594396,0.179,2.7703802612749886,-0.19361973872501137,include,10.125,115.625,1700.0,29.1181,,,,0.0047133183,nan,nan,38.0,South China Sea,,
RR00078,JET_RR_00078,SO95-17962,BC,0.0,1.0,7.18,112.08,1970.0,0.739583333,0.145,0.05,0.071,0.013,0.663,0.058,0.05,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,3.115,5.461538461538462,0.1567251461988304,0.145,2.8365060750086113,-0.2784939249913889,include,7.125,112.125,1950.0,28.64389,80.0,23.33679,27.00141,0.013131123,3.8985271,0.6155106,38.0,South China Sea,0.6617144,0.07786895798092652
RR00079,JET_RR_00079,SO95-17963,BC,0.0,1.0,6.17,112.67,1233.0,0.748743719,0.135,0.05,0.077,0.014,0.667,0.058,0.08,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,3.1460000000000004,5.5,0.1628175519630485,0.135,2.8747162967532773,-0.271283703246723,include,6.125,112.625,1250.0,28.83769,80.0,23.379509,27.126917,0.008443506,4.611682,0.7423828,38.0,South China Sea,0.6631661,0.08557761325277713
RR00080,JET_RR_00080,SO95-17964,BC,0.0,1.0,6.16,112.21,1556.0,0.738888889,0.119,0.047,0.072,0.015,0.7,0.046,0.05,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,3.2199999999999998,4.8,0.15227272727272728,0.119,2.833632099225013,-0.38636790077498695,include,6.125,112.125,1550.0,28.77821,,,,0.010334093,nan,nan,38.0,South China Sea,,
RR00081,JET_RR_00081,SO95-17965,BC,0.0,1.0,6.16,112.55,889.0,0.744791667,0.137,0.049,0.07,0.013,0.67,0.06,0.08,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,3.1480000000000006,5.384615384615385,0.1531322505800464,0.137,2.858162978822361,-0.28983702117763954,include,6.125,112.625,900.0,28.83769,,,,0.008443506,nan,nan,38.0,South China Sea,,
RR00082,JET_RR_00082,SX15,,0.0,1.0,21.25,119.5,2500.0,0.72972973,0.175,0.05,0.069,0.012,0.64,0.054,0.1,2012.0,Jia2012,Data published in Tierney & Tingley (2015),http://dx.doi.org/10.1016/j.orggeochem.2012.07.002,'https://doi.org/10.25921/wt2r-sc81,3.0000000000000004,5.75,0.15878787878787878,0.175,2.796026297668298,-0.20397370233170253,include,21.125,119.375,2500.0,27.22909,,,,0.030776775,nan,nan,38.0,South China Sea,,
RR00083,JET_RR_00083,Conce-1SL,,0.0,1.0,-50.6,-74.98333333,191.0,0.431,0.436267119,0.040756139,0.017811942,0.006370034,0.492092645,0.006702121,0.061,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,2.090669189,2.796208309092228,0.11519305896226407,0.436267119,1.87485652,-0.21581266900000018,include,-50.625,-74.875,200.0,,,,,3.4707222,nan,nan,7.0,Chilean Offshore,,
RR00084,JET_RR_00084,GeoB7118-1,GC,0.0,1.0,-25.9833,-70.8,460.0,0.548,0.365157166,0.063440687,0.049910682,0.007952636,0.494596823,0.018942006,0.024,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,2.241275275,6.275992262188285,0.19107722179943518,0.365157166,2.1650492800000003,-0.07622599499999971,include,-25.875,-70.875,450.0,17.98451,,,,9.240198,nan,nan,7.0,Chilean Offshore,,
RR00085,JET_RR_00085,GeoB7122-2,GC,0.0,1.0,-25.9833,-70.8333,673.0,0.538,0.307882323,0.072354321,0.055075677,0.007343424,0.535637959,0.021706296,0.016,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,2.433912967,7.4999995914712265,0.19472616648685884,0.307882323,2.13669408,-0.2972188870000001,include,-25.875,-70.875,650.0,17.98451,,,,9.240198,nan,nan,7.0,Chilean Offshore,,
RR00086,JET_RR_00086,GeoB7129-1,GC,0.0,1.0,-28.4167,-71.3167,476.0,0.534,0.535249976,0.048536126,0.036402094,0.005651467,0.360696549,0.013463788,0.023,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,1.6349360629999998,6.441176069859384,0.1949213175296146,0.535249976,2.12553792,0.49060185700000036,include,-28.375,-71.375,475.0,15.27881,25.0,13.98019,14.813994,nan,nan,nan,7.0,Chilean Offshore,0.5207431,0.013256927967071563
RR00087,JET_RR_00087,GeoB7147-1,GC,0.0,1.0,-31.9667,-71.6667,398.0,0.514,0.455142745,0.061369317,0.043299463,0.006239214,0.41867512,0.015274141,0.022,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,1.902482929,6.939890665715265,0.20355422082064412,0.455142745,2.07135072,0.16886779099999982,include,-31.875,-71.625,400.0,14.9033,,,,nan,nan,nan,7.0,Chilean Offshore,,
RR00088,JET_RR_00088,GeoB7162-4,GC,0.0,1.0,-36.5333,-73.6667,798.0,0.478,0.280991577,0.078901462,0.04789369,0.007387589,0.567889507,0.016936174,0.017,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,2.536154333,6.482993301332817,0.18662193222543366,0.280991577,1.98050688,-0.5556474529999997,include,-36.625,-73.625,800.0,13.241309,,,,7.1935587,nan,nan,7.0,Chilean Offshore,,
RR00089,JET_RR_00089,GeoB7182-1,GC,0.0,1.0,-44.15,-75.15,301.0,0.463,0.861817034,0.010585514,0.005427176,0.001436605,0.118456945,0.002276726,0.056,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,0.508684365,3.7777788605775418,0.126276743835416,0.861817034,1.9451950800000002,1.4365107150000003,exclude,-44.125,-75.125,300.0,11.8319,55.0,10.67241,11.492387,5.5489388,10.652605,7.152598,7.0,Chilean Offshore,0.48232216,-0.01932215642929075
RR00090,JET_RR_00090,GeoB7187-1,GC,0.0,1.0,-44.2833,-75.3833,476.0,0.436,0.467910435,0.049251644,0.024053129,0.005364229,0.44479198,0.008628583,0.031,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,1.927132841,4.483986235486964,0.14784917272339287,0.467910435,1.88539872,-0.04173412099999996,include,-44.375,-75.375,475.0,11.8515,,,,6.981081,nan,nan,7.0,Chilean Offshore,,
RR00091,JET_RR_00091,GeoB7189-1,GC,0.0,1.0,-44.3167,-75.3667,868.0,0.45,0.43600598,0.066957906,0.036321505,0.005716689,0.442174849,0.012823071,0.023,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,1.976742663,6.353591213375434,0.19325754553213167,0.43600598,1.9158,-0.060942663000000064,include,-44.375,-75.375,850.0,11.8515,60.0,10.50451,11.437412,6.981081,11.236125,8.342413,7.0,Chilean Offshore,0.4816863,-0.03168629407882689
RR00092,JET_RR_00092,GeoB7197-1,GC,0.0,1.0,-40.9833,-74.55,816.0,0.453,0.448113823,0.069313579,0.039135141,0.005365952,0.425241633,0.012829871,0.024,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,1.915967733,7.2932335212838275,0.20622852491960228,0.448113823,1.9224838800000001,0.006516147000000139,include,-40.875,-74.625,800.0,13.56149,,,,3.418943,nan,nan,7.0,Chilean Offshore,,
RR00093,JET_RR_00093,MD07-3084,PC,0.0,1.0,-49.1667,-76.5667,1790.0,0.416,0.45967313,0.071767323,0.035433239,0.005104789,0.417391547,0.010629972,0.022,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,1.870034244,6.941176021183245,0.20784705931800132,0.45967313,1.84422592,-0.025808323999999994,include,-49.125,-76.625,1800.0,9.8801,75.0,8.615709,9.417429,13.74552,15.265696,14.130468,7.0,Chilean Offshore,0.4583212,-0.04232121372222902
RR00094,JET_RR_00094,MD07-3086,PC,0.0,1.0,-48.45,-76.2667,1163.0,0.435,0.431359919,0.055545314,0.027874017,0.004469979,0.470310685,0.010440086,0.023,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,2.047706369,6.235827282410052,0.1545605259577191,0.431359919,1.883277,-0.16442936900000005,include,-48.375,-76.375,1150.0,10.37591,,,,11.462425,nan,nan,7.0,Chilean Offshore,,
RR00095,JET_RR_00095,MD07-3091,PC,0.0,1.0,-44.15,-75.15,1132.0,0.446,0.47188216,0.05389317,0.028766507,0.005436283,0.43091053,0.009111351,0.041,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,1.887822557,5.291576431911289,0.16681117955263322,0.47188216,1.90698112,0.019158562999999962,include,-44.125,-75.125,1150.0,11.8319,55.0,10.67241,11.492387,5.5489388,10.652605,7.152598,7.0,Chilean Offshore,0.48232216,-0.036322156429290764
RR00096,JET_RR_00096,MD07-3094,PC,0.0,1.0,-44.3167,-75.3667,481.0,0.446,0.452606676,0.059614164,0.032470694,0.005369503,0.439707312,0.010231651,0.026,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,1.9404199130000002,6.047243851060331,0.17803352128569255,0.452606676,1.90698112,-0.03343879300000019,include,-44.375,-75.375,475.0,11.8515,60.0,10.50451,11.437412,6.981081,11.236125,8.342413,7.0,Chilean Offshore,0.4816863,-0.0356862940788269
RR00097,JET_RR_00097,MD07-3105,PC,0.0,1.0,-41.7,-72.76666667,329.0,0.426802798,0.458836394,0.046132743,0.020510631,0.006399058,0.460680409,0.007440765,0.043,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,1.9788358750000001,3.205257867642394,0.13497291981604542,0.458836394,1.8661351317636876,-0.11270074323631252,include,-41.625,-72.875,325.0,12.52831,,,,nan,nan,nan,7.0,Chilean Offshore,,
RR00098,JET_RR_00098,MD07-3108,PC,0.0,1.0,-41.7,-72.66666667,458.0,0.449952465,0.454148547,0.056161837,0.028427596,0.008223202,0.443747847,0.009290971,0.062,2015.0,Kaiser2015,Data retrieved from Hageman et al. (2023) PANGAEA,https://doi.org/10.1016/j.orggeochem.2015.10.007, https://doi.org/10.1594/PANGAEA.964270,1.9498419069999997,3.4569983809226623,0.17003277080220577,0.454148547,1.915694574871793,-0.03414733212820664,include,-41.625,-72.625,450.0,,,,,nan,nan,nan,7.0,Chilean Offshore,,
